"X","tweet_text","directed_at","tweet_sentiment"
5664,"RT @mention Gearing up to make a splash, @mention to Launch &quot;Groupon or Living Social-type&quot; Rewards at #SXSW - {link}",NA,"neutral"
5665,"RT @mention Gearing up to make a splash, @mention to Launch &quot;Groupon or Living Social-type&quot; Rewards at #SXSW {link}",NA,"neutral"
5666,"RT @mention Geeking out on YouTube APIs #SXSW @mention Google Teaching Theatre {link}","Other Google product or service","positive"
5667,"RT @mention Genius move by Apple to open a temp. store in downtown Austin for #SXSW: {link} /via @mention #ipad2","Apple","positive"
5668,"RT @mention Get (down)loaded Hoot! - RT #HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}",NA,"neutral"
5669,"RT @mention Get #SXSW film red carpet coverage from @mention CW Austin Star Mandy Dugan on Grouped{in}, get the app {link}",NA,"neutral"
5670,"RT @mention Get a look at #SXSW's rumored #Apple &quot;pop-up&quot; store in Austin: {link}",NA,"neutral"
5671,"RT @mention Get a look at #SXSW's rumored #Apple &quot;pop-up&quot; store in Austin: {link} via @mention",NA,"neutral"
5672,"RT @mention Get it while it's hot! Latest version of Whrrl is available 2day 4Android, iPhone &amp; BB! @mention FOR BLACKBERRY! :-) #SXSW","iPad or iPhone App","positive"
5673,"RT @mention Get it while it's hot! The latest version of Whrrl is available today for Android, iPhone - and Blackberry! WHRRL FOR BLACKBERRY! :-) #SXSW","Android App","positive"
5674,"RT @mention Get our #SXSW iPhone app! Thanks to @mention for the awesome integration! {link}","iPad or iPhone App","positive"
5675,"RT @mention Get the FREE Coverage:SXSW app! Know where in Austin you'll get the best cellular data connection. #SXSW {link}",NA,"neutral"
5676,"RT @mention Get the OWLE Bubo for iPhone with a $20 off coupon use code SBSW2011  #sxsw #SXSWFilm #SXSWi #almedia",NA,"neutral"
5677,"RT @mention Get your Android photo app ready #SXSW Your public videos &amp; photos will be a live stream #PLAYSXSW {link}",NA,"neutral"
5678,"RT @mention Getting ready for #sxsw by installing @mention on my iPhone. Woot! {link}","iPad or iPhone App","positive"
5679,"RT @mention giving added value to location based services needs to battle check-in fatigue #google #pnid #sxsw",NA,"neutral"
5680,"RT @mention Giving away an #iPad at #SXSW for all you mappers out there. Entry is amazingly easy, here are details: {link}","iPad","positive"
5681,"RT @mention Going to #SXSW? Checkin with friends while you’re in Austin with these location-based apps. {link} #iPhone",NA,"neutral"
5682,"RT @mention Going to #SXSW? Come by the @mention onsulting booth for chance to win an iPad 2! &lt;&amp; stimulating conversation no doubt!",NA,"neutral"
5683,"RT @mention Going to #SXSW? Find me &amp; @mention and you could win some tech prizes such as @mention  #iPad &amp; #iPhone cases!",NA,"neutral"
5684,"RT @mention Going to #SXSW? Join Google &amp; YouTube for special events &amp; more: {link} #google ...",NA,"neutral"
5685,"RT @mention Going to #sxsw? Need a lift from the airport? Register for the FREE @mention shuttle! {link}",NA,"neutral"
5686,"RT @mention Going to #SXSW? The new iPhone guide to #Austin by @mention is free March 9-15. Hard to beat free. #lp","iPad or iPhone App","positive"
5687,"RT @mention Going to #SXSW? The new iPhone guide to #Austin by @mention is free March 9-15. Hard to beat free. #lp #mobile","iPad or iPhone App","positive"
5688,"RT @mention Going to #SXSW? We compiled a list of the top 6 smartphone apps to have while in Austin. {link} #iPhone #Droid",NA,"neutral"
5689,"RT @mention Going to Austin for #SXSW? The @mention Austin guide for #iPhone is free from Mar 9-15, {link} #lp",NA,"neutral"
5690,"RT @mention Going to be awesome! RT @mention Gallery of original Daniel Johnston art going up at tomorrow's #GSDM + #Google industry party.  #sxsw","Google","positive"
5691,"RT @mention Good CNN article on why #SXSW is important to social web innovators. {link} This is why I'm bringing Griddler iPad app there.",NA,"positive"
5692,"RT @mention Good morning, #SXSW. What r u talking abt on Twitter now according to @mention @mention ipad design, geogames and design headaches",NA,"neutral"
5693,"RT @mention Good news for Austin-bound Apple fanboys: {link} #sxsw #ipad2","Apple","positive"
5694,"RT @mention Good News! Austin Eats: BBQ for iPhone is now available - {link} #iTunes #Austin #BBQ #SXSW #SXSWi","iPad or iPhone App","positive"
5695,"RT @mention Good News! Austin Eats: BBQ for iPhone is now available - {link} #iTunes #Austin #BBQ #SXSW #SXSWi /via @mention","iPad or iPhone App","positive"
5696,"RT @mention Good talk from AKQAs @mention on iPad interface w/ callback to design principles. My wish: go beyond media/marketing examples. #fb #SxSW",NA,"positive"
5697,"HT @mention Google launching &quot;Circles.&quot;  I'm intrigued but wary.  {link} #sxsw",NA,"neutral"
5698,"RT @mention Google (tries again) to launch a new social network called Circles: {link} #sxsw",NA,"neutral"
5699,"RT @mention google &amp; facebook have an official death policies. But vast majority of digi companies don't #digitaldeath #sxsw",NA,"neutral"
5700,"RT @mention Google &quot;ad preferences&quot; and you can view (and edit) what Google thinks you like. #seenocreepy #SXSW",NA,"neutral"
5701,"RT @mention Google &quot;product gatekeeper&quot; Marissa Mayer on the location-based &quot;fast, fun and future&quot; {link} (HT @mention #SXSW","Google","positive"
5702,"RT @mention Google 80's Party! #SXSW (@mention Maggie Mae's w/ 64 others) {link}",NA,"neutral"
5703,"RT @mention Google analytics can track offsite links as virtual page views using JavaScript. #moreknowledge #sxsw #mitharvard",NA,"neutral"
5704,"RT @mention Google and Bing meet at #SXSW after their lovers tiff last month but it seems to have been disappointingly friendly {link}",NA,"neutral"
5705,"RT @mention Google announces Check-ins, coupons, deals @mention {link}  #SXSW",NA,"neutral"
5706,"RT @mention Google Announces Check-ins: SXSW Location-Based Geo-Fencing Applications - {link} #ireport #WSsxsw #sxsw #SCRM #SM #marketing",NA,"neutral"
5707,"RT @mention Google Art Project - like street view, except in art museums around the world. Incl. 7 BILLION pixel image of Starry Night. Dang! #sxsw","Other Google product or service","positive"
5708,"RT @mention Google building real time @mention engine to monitor illegal deforestation in real time #tech4good #sxsw","Google","positive"
5709,"RT @mention Google Circles is (not) a real thing and will (not) be launched today at #sxsw {link}",NA,"neutral"
5710,"RT @mention Google Circles launching today at #SXSW? New #Facebook killer???? {link}",NA,"neutral"
5711,"RT @mention Google Circles might launch today at #sxsw, a new social network: {link}",NA,"neutral"
5712,"RT @mention Google Circles will be ______    #sxsw",NA,"neutral"
5713,"RT @mention Google Circles will be toast if it can't convince facebook users to start an account (or interface with FB)   #sxsw","Other Google product or service","negative"
5714,"RT @mention Google could = search engines. Google instead = useful information. #savebrands #sxsw",NA,"neutral"
5715,"RT @mention Google denies it will launch major new social network, Circles, at #sxsw. But some, including Tim O'Reily, say it exists and is, awesome!","Other Google product or service","positive"
5716,"RT @mention Google denies rumors about launching Circles at SXSW {link} #Facebook #Google #SXSW",NA,"neutral"
5717,"RT @mention Google desmiente el lanzamiento hoy de Circles RT @mention  We're not launching any products at #SXSW but we're doing plenty else.",NA,"neutral"
5718,"RT @mention Google developer hackathon at @mention  discussion web fonts. #google gets 32000 font request a day.  #sxsw #gsdm google.com/webfonts",NA,"neutral"
5719,"RT @mention Google doodles aim to bring people together socially, promote communal experience. #sxsw #GoogleDoodles","Other Google product or service","positive"
5720,"RT @mention Google Earth to headline #Cleantech panel at #SXSW tues @mention 3:30pm. Follow #saveustechies. {link}",NA,"neutral"
5721,"RT @mention Google fires a shot at Foursquare with check-in rewards and titles {link} by @mention #SXSW",NA,"neutral"
5722,"RT @mention Google focusing on bridging the digital/physical divide... maps, streetview, hotpot &amp; autonomous driving. #sxsw @mention",NA,"neutral"
5723,"RT @mention Google has &quot;got a lot better&quot; at protecting users' privacy with location-based tools over past 12 months, says Mayer #sxsw","Google","positive"
5724,"RT @mention Google Hotpot activity map for this week in Austin, TX before #SxSW #SUxSW {link}",NA,"neutral"
5725,"RT @mention Google hotpot- rate restaurants and get personalized recos on where to eat. Um, think foursquare, yelp, etc have this covered already. #SXSW","Other Google product or service","negative"
5726,"RT @mention google hotpot= yelp killer?  Very impressive integration, personalized recommendations, and really fast @mention #SXSW","Other Google product or service","positive"
5727,"RT @mention Google is focusing on bridging the digital/physical divide. Eg. maps, streetview, hotpot &amp; autonomous driving. #sxsw @mention","Google","positive"
5728,"RT @mention google is interested in location based tech for indoor venues - businesses, convention centers etc.  Tech needs to improve first.  #sxsw",NA,"neutral"
5729,"RT @mention Google is looking at social signals more and more for search results. #qagb #sxsw",NA,"neutral"
5730,"RT @mention Google is NOT launching any products at #SXSW {link}",NA,"neutral"
5731,"RT @mention Google is planning to launch a major new Social Network called Circles. Previews so far have been super positive #SXSW {link}","Other Google product or service","positive"
5732,"RT @mention google is saving users 2 years of time with gps navigation using alternate routes w traffic #sxsw","Other Google product or service","positive"
5733,"RT @mention Google is showing skiers' geolocation overlaid on 3d mountain model. Would love this for finding empty runs. #sxsw","Google","positive"
5734,"RT @mention Google is smart positioning brand. They're not just a search engine. They're organizing world's info. Higher purpose. #savebrands #sxsw","Google","positive"
5735,"RT @mention Google Latina and see what you find? Porn...this is the first impression that people get about us? #latism #sxsw #sxswLatAm #LatinasInTech”","Google","negative"
5736,"RT @mention Google Latitude Check-ins Follow Foursquare Rewards at SXSW {link} #free #GoogleLa #GoogleMarch #SXSW",NA,"neutral"
5737,"RT @mention Google Launches Geo-Social 'Offers' at #SXSW {link} #DeferoMobile",NA,"neutral"
5738,"RT @mention Google launches people finder service after Japan earthquake / tsunami {link} [Tnooz] #WSsxsw #sxsw #scrm",NA,"neutral"
5739,"RT @mention Google launching check in service at #sxsw and providing deals #fmsignal #SXSWi",NA,"positive"
5740,"RT @mention Google Launching Secret New Social Network Called &quot;Circles&quot; {link} #SXSW",NA,"neutral"
5741,"RT @mention Google Launching Secret New Social Network Called &quot;Circles&quot; {link} #sxsw",NA,"neutral"
5742,"RT @mention Google Launching Secret New Social Network Called &quot;Circles&quot; #SXSW",NA,"neutral"
5743,"RT @mention Google looks to the future with mobile, location-based devices | {link}  #SXSW",NA,"neutral"
5744,"RT @mention Google maps for mobile 5.2 looks awesome.#sxsw","Other Google product or service","positive"
5745,"RT @mention Google maps has 150 million users. 40 percent of Google Maps users are mobile #sxsw",NA,"neutral"
5746,"RT @mention Google maps usage on mobile exceeded desktop usage on xmas and new years day for the first time — Marissa Mayer at #sxsw.",NA,"neutral"
5747,"RT @mention Google maps used to provide common reference points and printed for fast paced on the ground reactions #arabspring #SXSW",NA,"neutral"
5748,"RT @mention Google Marissa Mayer, future of location: augmented reality, contextual discovery, make smartphones smarter. #sxsw",NA,"neutral"
5749,"RT @mention Google party broke up. At the Tumblr / Funny or Die party. Fun! #sxsw",NA,"neutral"
5750,"RT @mention Google Party is at GSD&amp;M (Google Map it). #SXSW badge gets u in. Free food, drinks, music. Big place. No line. Great party. Come!",NA,"positive"
5751,"RT @mention google presentation by Mayer is a sales pitch #fail #sxsw","Google","negative"
5752,"RT @mention Google previews updated Blogger interface at #SXSW {link}","Other Google product or service","positive"
5753,"RT @mention Google quash Circles rumours RT @mention We're not launching any products at #SXSW but we're doing plenty else ht",NA,"neutral"
5754,"RT @mention Google route around traffic saving drivers 2 years of time per day by finding best route. #sxsw","Other Google product or service","positive"
5755,"RT @mention Google says reports about launch of Circles social network at #sxsw are incorrect {link} No launch today at any rate.",NA,"neutral"
5756,"RT @mention Google says the future is location, location, location: {link} #SXSW #CNN",NA,"neutral"
5757,"RT @mention Google set to launch new social network #Circles today at #sxsw","Google","positive"
5758,"RT @mention Google showing preview of next-gen Blogger interface at #SXSW  {link} #cnet",NA,"neutral"
5759,"RT @mention Google smentisce novità in arrivo RT @mention We're not launching any products at #SXSW but we're doing plenty else {link}",NA,"neutral"
5760,"RT @mention Google spokewoman Nadja Blagojevic e-mail about Google Circle: &quot;We are not announcing anything like this at #SXSW, this is an untrue rumor.&quot;",NA,"neutral"
5761,"RT @mention Google tested 41 shades of blue for link colors AND it made a difference. At scale the nuances really matter. #SXSW","Google","positive"
5762,"RT @mention Google Tests “Check-in Offers” At SXSW {link} via #google #sxsw #check-in",NA,"neutral"
5763,"RT @mention Google to Host Developer Day at SXSW {link} #sxsw @mention",NA,"neutral"
5764,"RT @mention Google to launch a new social network Circles. Possibly today {link} #SXSW",NA,"neutral"
5765,"RT @mention google to launch a social network at #sxsw today?",NA,"neutral"
5766,"RT @mention Google to launch a social network, Circles, at #SxSW - {link} - Who's excited?",NA,"neutral"
5767,"RT @mention Google to Launch Major New Social Network Called #Circles - {link} &gt; Update: No preview planned at #SXSW",NA,"neutral"
