"tweet_text","tweet_sentiment"
"RT @seanhannity: .@GovChristie: ÛÏI have confidence in the American people that theyÛªre strong enough to hear the truth.Û #GOPDebate #Hannity","neutral"
".@JedediahBila says @marcorubio is a great communicator and it showed last night #outnumbered #StudentsForRubio #GOPDebate","positive"
"RT @JJRavenation52: @elielcruz @IAmCreeSummer That's the best #GOPDebate tweet. this is better than the actual debate.","positive"
"#GOPDebate Donald Trump hates Mexicans? http://t.co/M82sZMxKhI","neutral"
"@realDonaldTrump: We donÛªt have time for tone. We have to go out and get the job done. #GOPDebate","neutral"
"#InternationalBeerDay  today, GOP debates yesterday. Coincidence or good planning? #GOPDebate #WeAllNeedADrink","neutral"
"The loser of the #GOPDebate? The Republican Party","negative"
"""If I nod a lot when the black guy speaks, I'll look like I'm not an asshole"" @ScottWalker probably. #GOPDebate","negative"
"""When the rich wage war it's the poor who die."" Jean-Paul Sartre 
This is now GOP foreign policy. 
#GOPDebate","negative"
"Zac still hasn't noticed that I unfollowed him during his #GOPDebate tweets","neutral"
"Û÷Tell me more about the messages you receive from God!Ûª #GOPdebate: Of the 10 Republican candidates who partic... http://t.co/Q1U3zQaS38","neutral"
"RT @Diplomtc_Immnty: @realDonaldTrump They tried to take you out &amp; your poll numbers skyrocketed. Voters matter, not @FOXNews moderators.
#Û_","positive"
"I presume Megyn Kelly spent all night rolling her eyes to make up for all the times she couldn't during #GOPDebate.","negative"
"If the #GOP wins in 2016, @JohnKasich would be my hope. Loved what he said about a balanced budget &amp; moving passed gay marriage. #GOPDebate","positive"
"I'll be talking with @CatSzeltner at 6pm and 9pm ET tonight on @EWTNNewsNightly about last night's #GOPDebate @CUANews Tune in!","neutral"
"@FoxNews intentionally tried to shut @RandPaul out of the debate, 2nd least questions asked, last in speak time. just over 5 mins #GOPDebate","negative"
"#Out. Who do you think ur demographic is? Smart women dislike Trump. He was in over his head in #GOPDebate. He has zero policy specifics.","negative"
"@realDonaldTrump lives to fight another day. Odds seem to ever be in his favor. #GOPDebate #hungergames #DonaldTrump http://t.co/eG6X6onkKT","positive"
"RT @libertygirlNH: BOOM! Ted Cruz rocked his closing statement. #GOPDebate b","positive"
"We wont fund healthcare for our citizens but we will invest millions of dollars to build a wall to keep people out of our country #GOPDebate","negative"
"Sucking his thumb after the #GOPDebate, @realDonaldTrump said, ""The questions to me were not nice."" #GetOverIt http://t.co/s4c82i0niS","neutral"
"RT @tedcruz: RT if you agree it's #ATimeForTruth! #GOPDebate #CruzCrew http://t.co/fK2POhfP7Y","neutral"
"RT @SharmaRajarshi: FactChecking the GOP Debate Late Edition #GOPdebate @joselouis4077 @seedywumps @bimmerella @FredChristian10 @NaphiSoc hÛ_","neutral"
"RT @Diplomtc_Immnty: @MegynKelly don't try to take out someone, then whine about it by playing the victim-card after you get owned.
@realDoÛ_","negative"
"Not mentioned in #GOPDebate: voting rights, #climatechange, gun violence, police shootings, student debt, inequality. Duly noted, @RebLeber.","negative"
"RT @Steve6S: So from what I heard on the #gopdebate last night. A women should be charged for murder if she naturally has a miscarriage.","negative"
"Fire at @Reince. Fox scut dogs given the job of outing Trump as someone willing to use GOP but with no GOP loyalty? #GOPDebate","negative"
"I think we should call what #foxnews did to #trump last night the #humptrump campaign. #gopdebate","negative"
"Fox to Trump: Your financial practices are a shitty mess. How will you differ as POTUS?

Trump: I wonÛªt. Other people did it too. #GOPDebate","negative"
"RT @sallyjayjohnson: the only candidate to say ""woman"" or ""women"" in that whole two hours was Rubio, talking about women in uniform. #GOPDeÛ_","positive"
"@BBCNewsUS @realDonaldTrump Then u need to stop CRYING when you get questions you don't like. Toughen UP! Stop being such a baby #GOPDebate","negative"
"RT @BernardGoldberg: Does Donald EVER answer a direct question? #GOPDebate","negative"
"Trump &amp; Bush both had twice as much time as Rand Paul to speak during the #GOPdebate 
#TCOT #LNYHBT","neutral"
"RT @imoore8904: Trump supporters tee hee &amp; laugh when he insults everyone under the sun. Cry foul when @megynkelly calls him on his shit. #Û_","negative"
"In summary #GOPDebate #RSG15 http://t.co/FzNsfGkgOo","negative"
"@Nielsen to release ratings this afternoon. The rumor: 10 mil viewers, 16 share.  Making @foxnews undisputed winner of  #GOPdebate #huge","positive"
"how is a #GOPDebate and #InternationalBeerDay ahead of #DragMeDownMusicVideo watch that change in a couple seconds.

#DragMeDownMusicVideo","negative"
"#GOPDebate Reps, aside from Trump and Paul, agree on 90% of everything. IMO the most important consideration is electability vs Clinton","positive"
"TT:@ MolonLabe1776us: This is how last night should have looked...
megynkelly BretBaier #GOPDebate #TCOT realDonalÛ_ http://t.co/wtB0gyXsqV","neutral"
"TT:@ AriDavidUSA: BREAKING NEWS! Last night during the #GOPDebate megynkelly gained 300lbs and changed her name toÛ_ http://t.co/WbeymXHl3C","negative"
"Awepra_com: Trump says men wear Trump https://t.co/s9KhGsPVLe #GOPDebate #Trump #Trump2016 #DonaldTrump #TrumpdatÛ_ http://t.co/AuhlNZa3Ww","neutral"
"RT @NadineElhindi: A debate moderator's job is to ask tough questions, NOT to attack the candidates then play the victim. @FoxNews @megynkeÛ_","negative"
"RT @politicoroger: Trump: ""Reporters are a generally dishonest lot."" #GOPDebate","neutral"
"Everybody's talking about the #gopdebate and im just here like.... raise! #poker #debatewinner #ALLIN #junkies http://t.co/0kRUoTtxSW","neutral"
"RT @casspa: First candidate to spend $1M and run this GIF in primetime ads gets my vote #GOPDebate http://t.co/dIkwaSJGrs","negative"
"sydtrvp: RT BernieSanders: Oh. It was just a movie trailer. #GOPDebate #DebateWithBernie http://t.co/AuhlNZa3Ww","negative"
"RT @Bnyutu: So @JohnKasich says we should respects all take care of the poor &amp; the sick ...Bad news he's Not getting the #GOP  nomination  Û_","positive"
"TruthTeamOne: The big winner of the #GOPDebate wasn't Scott Walker, it was Johnny Walker. http://t.co/LOdMCzBPe2 http://t.co/AuhlNZa3Ww","negative"
"tyler_batson: #GOPDebate  https://t.co/pD7dbUNNDe http://t.co/AuhlNZa3Ww","neutral"
"@HouseCracka There is a huge difference between battle with foes &amp; walking into a blue on blue ambush #GOPDebate #MegynKellyDebateQuestions","negative"
"About to go on @WUSA9 for @TheHill to talk #GOPDebate with @abuddy. LOTS TO TALK ABOUT. #Washington #DC","neutral"
"wwahammy: RT JRehling: #GOPDebate Donald Trump says that he doesn't have time for political correctness. How does Û_ http://t.co/AuhlNZa3Ww","negative"
"RT @politicoroger: Trump: ""Our leaders are stupid; our politicians are stupid. The Mexican government is much smarter."" #GOPDebate","positive"
"DuyguOzsoyler: RT comicriffs: #GOPdebate sketches: Ted Cruz, though a famed debate champ, offers an admission: #ClÛ_ http://t.co/AuhlNZa3Ww","positive"
"RightDishonour: The Republicans' problem is not Trump, but the other 16 candidates #GOPDebate
Û_ http://t.co/AuhlNZa3Ww","negative"
"sydtrvp: RT BernieSanders: Tom Hanks. Finally. Somebody who makes some sense. #GOPDebate #DebateWithBernie http://t.co/AuhlNZa3Ww","positive"
"RT @meowmanifesto: werenÛªt barbaric white men ÛÏillegalsÛ when they came here to steal from the natives? #GOPDebate","negative"
"#DonaldTrump Wins #GOPDebate  https://t.co/mR3eHwanVz","positive"
"tillerylakelady: RT realDonaldTrump: ""stinger_inc: realDonaldTrump  megynkelly's behaviour at the #GOPDebate was aÛ_ http://t.co/AuhlNZa3Ww","neutral"
"IÛªll tell you what. Not only did @CarlyFiorina OWN the first #GOPdebate, she also owned the post debate interviews &gt;&gt; http://t.co/Em1wI3DJPu","positive"
"RT @ShannonBullins1: @cassandra17lina Could actually be a democrat trying to help the democrats? #Trump #GOPDebate #Trump2016","neutral"
"RT @LadyAodh: ""#Diversity"" is a code word for White genocide. #WhiteGenocide #RSR15 #GOPDebate #cuckservative #tcot http://t.co/NSmUx1vsWi","negative"
"RT @parkerc2112: #GOPDebate @realDonaldTrump can you imagine this buffoon addressing world leaders?","negative"
"Recap the most-tweeted moments from last nightÛªs #GOPdebate: http://t.co/txdtdaET0Q via @gov","neutral"
"RT @SooperMexican: Aww 100% support among cute little Cruz girls RT @TheFriddle: Love this. @tedcruz and his daughters post #GOPDebate httpÛ_","positive"
"@CBSMiami #GOPDebate Is It Not True Extraordinary Allegations Requires What?Here's Proof @POTUS Is A Child Molester http://t.co/Kr55Ae6jUR","negative"
"RT @AC360: #JebBush made ÛÏWÛ look both eloquent &amp; brilliantÛ_ He looked like oatmeal getting colder - @VanJones68 on #GOPDebate http://t.co/Û_","negative"
"RT @kingsthings: #GOPdebate included a show of hands like the 1st day of school. We're learning very little. 10 is too many &amp; I want cross-Û_","negative"
"RT @HollandAutismMN: #GOPdebate @BenCarson2016 #CDCwhistleblower Ben govt fraud shows African American kids exponentially at risk for MMR aÛ_","negative"
"RT @EliRubenstein: The consensus is clear, @MarcoRubio dominated last night's debate! Watch some of the highlights: https://t.co/x3j4X8Qm5eÛ_","positive"
"RT @Liz_Wheeler: My girl @CarlyFiorina killed it. She's presidential, wildly intelligent, experienced, sharp, practical, strategic &amp; strongÛ_","positive"
"RT @jacbrew: Interviewed some candidates before the #GOPDebate tonight... more on my YouTube - Woo... (Vine by @woodsie_tv) https://t.co/sMÛ_","neutral"
"RT @OstimusPrime: How I feel about politics #GOPDebate http://t.co/uprwVEI4kR","negative"
"@HLNTV @TheDailyShare People shouldn't have to watch HLN and Fox News just to try to piece together the whole story. #GOPDebate  #biasnews","negative"
"The fact that young adults think #ClimateChange is the biggest issue for 2016 Presidential Elections is very scary... #GOPDebate","negative"
"Great new @ScottWalker video. He consistently focused the debate last night on Clinton. #Walker16 #GOPDebate #AndWon https://t.co/DF8uNRiZRr","negative"
"RT @tuckahoetommy: XM121 today 3-4pm w @JohnFugelsang #TellMeEverything #GOPDebate fun to be with @rickungar @FrankConniff Always a great hÛ_","positive"
"ÛÏThat is nonsense,Û Cruz said of what specialists in the region regard as a basic truism. | #GOPDebate | #whatajoke | http://t.co/2fWg54hzq1","negative"
"RT @SabrinaSiddiqui: ÛÏI said be at my wedding, and she came to my wedding,Û Donald Trump says of Hillary Clinton. #GOPDebate","neutral"
"RT @MsLabuski: #Toughchoices for today's conservative woman: am I a fat pig, an incubator, or just irrelevant? #GOPDebate #GOPmisogyny #briÛ_","negative"
"RT @LoganJames: Kill people and break things #GOPDebate https://t.co/uxNjz8Z4Ms","negative"
"RT @KatiePavlich: ""There is no such thing as a politically correct war"" -Carson on enhanced interrogation #GOPDebate","neutral"
"Thanks @BrucePurple @DaneStrother @ChipFelkel for your input on @OffRoadPolitics on #GOPDebate http://t.co/6OFOA0Hqpa http://t.co/w2kDhDaLEW","neutral"
"RT @AmyMek: Thank you @tedcruz for calling out the #Rhino's in the @GOP and supporting #KateSteinle! #GOPDebate","positive"
"RT @ScottWalker: Enforce the laws. Secure the border. Use e-verify. Prioritize the American Worker and American wages. #Waker16 #GOPdebate","positive"
"The big winner of the #GOPDebate wasn't Scott Walker, it was Johnny Walker. http://t.co/QZOApiEkCy","negative"
"RT @JDWinteregg: No GOP POTUS will succeed if the bills that reach his or her desk are watered-down nonsense. #FireBoehner #MakeDCListen #OÛ_","negative"
"@realDonaldTrump did no good 4 himself w GOP primary voters! Just look @FrankLuntz results! @marcorubio Won the #GOPDebate!@FoxNews #out#","negative"
"#GOPDebate Hillary Clinton or Donald Trump!!!! GO!","neutral"
"It was a trainwreck in the truest sense of word. From the painfully awkward opening to the nonsensical answers to questions #GOPDebate","negative"
"Military bluster at #GOPDebate was sickening. We wasted 1.1 trillion on Iraq War and spend 175m per F-35. We need to cut not militarize more","negative"
"Cruz is really lying about this healthcare discussion. Wow. #GOPDebate","negative"
"RT @KatiePavlich: We're already seeing difference between Senators and Governors. Senators ""I introduced legislation"" Governors ""We got thiÛ_","neutral"
"RT @GOPrincess: BEN CARSON:  Hillary counts on the fact that people are uninformed.  

#GOPdebate. #whatDifferenceDoesItMake","negative"
"RT @Braun23Austin: Enough #GOPDebate! 3,000 light-years away, a dying star known as the Cat Eye Nebula throws off shells of glowing gas! htÛ_","negative"
"The #GOPDebate is actually terrifying. These are real people that could have real power and are bonafide racists and sexists.","negative"
"@riley1999 @megynkelly is a closet democrat; actually, after the #GOPDebate she's come out of the closet #KellyFile #KellyFailed","negative"
"I suppose you could sell baby parts like #PlannedParenthood and yell about #equality #GOPDebate #tcot #statist ..SMH https://t.co/f7it1d65na","negative"
"#Trump getting shit for raising his hand last night! Make ""America"" great again is the slogan! Not ""Republicans!"" #GOPDebate     #13","negative"
"Our democracy remains in dire straits cause it aint working as long as they get money for nothing and we get dicks for free #GOPDebate","negative"
".@ericbolling we want someone young and a leader who can lead us into the future! #StudentsForRubio #outnumbered #GOPDebate","positive"
"RT @_HankRearden: Some GOP candidates say we need a 'new America,' but in reality we just need the old one back. #GOPDebate  #Trump2016 httÛ_","neutral"
"RT @LadyAodh: The anti-white establishment is doing its best to eliminate Whites. #WhiteGenocide #GOPDebate #cuckservative http://t.co/yocuÛ_","negative"
"What are the odds @megynkelly has a fill-in for tonights show? Someone tweet please, wonÛªt be watching. #GOPDebate @FoxNews","neutral"
"RT @DeVryGuy: Chris Christie's moose knuckle has my vote. #GOPDebate http://t.co/8LEzrZETaC","neutral"
"@CarlyFiorina is one poised, graceful, and determined woman. I can get behind that any day #GOPDebate","positive"
"RT @kuya_joshua: There's gonna be hell toupee if Donald Trump is the nominee. #GOPDebate","negative"
"RT @tkords: Just finished the #GOPDebate. Two hours of excellent tough questions without a single one being properly answered or addressed.","negative"
